id,symbol,yield,ytdReturn,threeYearAverageReturn,fiveYearAverageReturn,cashPosition,stockPosition,bondPosition,otherPosition,longSummary
186,VLUE,0.0304,-0.0026681,0.0794435,0.0415085,0.0026,0.9974,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is based on a traditional market capitalization-weighted parent index, the MSCI USA Index (the ""parent index""). The parent index includes U.S. large- and mid- capitalization stocks."
187,IEO,0.0304,0.1233128,0.6179406,0.111824796,0.0022,0.9978,0,0,"The fund will invest at least 80% of its assets in the component securities of the index and in investments that are substantially identical to the component securities of the index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the index, but which BFA believes will help the fund track the index. The fund is non-diversified."
188,XHB,0.0097,0.19409099,0.0930267,0.1741476,0.0011999999,0.9988,0,0,"In seeking to track the performance of the S&P Homebuilders Select Industry Index (the ""index""), the fund employs a sampling strategy. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index represents the homebuilders segment of the S&P Total Market Index (""S&P TMI"")."
189,IOO,0.0173,0.1596944,0.1072403,0.115758896,0.0031,0.9969,0,0,"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The fund is non-diversified."
190,NZAC,0.0179,0.0785356,0.048548397,0.0725916,0.0092,0.9854,0,0.0054,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to exceed the minimum standards for a “Paris-Aligned Benchmark” under the EU BMR. A Paris-Aligned Benchmark is designed to align with a principal objective of the Paris Agreement to limit the increase in the global average temperature to well below 2 degrees Celsius above pre-industrial levels."
191,BMVP,0.0139,0.055472497,0.0519386,0.0303638,0.0002,0.9998,0,0,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. The underlying index seeks to include the 50 securities with the strongest momentum, most muted volatility, most inexpensive valuations, and highest profitability based on an aggregated sector-neutral “MVP” score. Stocks are selected from the top of each sector and size category in a manner designed to produce an index with sector and size dispersion similar to the overall broad market."
192,XHS,0.0026,-0.0406721,0.0034147,0.025444701,0.0008,0.9992,0,0,"In seeking to track the performance of the S&P Health Care Services Select Industry Index (the ""index""), the fund employs a sampling strategy. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index represents the health care services segment of the S&P Total Market Index (""S&P TMI"")."
193,SPHD,0.0464,-0.0926124,0.084519796,0.031038899,0,1,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, S&P Dow Jones Indices LLC (the “index Provider”) compiles, maintains and calculates the underlying index, which is designed to measure the performance of 50 least volatile high yielding constituents of the S&P 500 ® Index in the past year."
194,IYW,0.0039,0.439286,0.1162033,0.1966241,0.0005,0.9995,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the technology sector of the U.S. equity market, as defined by FTSE Russell. The fund is non-diversified."
195,EWGS,0.0191,-0.0034667999,-0.0360852,0.0124004,0.0011,0.97480005,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure the performance of equity securities of German small capitalization companies."
196,XLU,0.036,-0.1484885,0.0042518,0.047112297,0.0029,0.9971,0,0,"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: electric utilities; water utilities; multi-utilities; independent power and renewable electricity producers; and gas utilities. The fund is non-diversified."
197,IYH,0.012200001,-0.044164702,0.0660105,0.0817885,0.0025,0.9975,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the healthcare sector of the U.S. equity market. The fund is non-diversified."
198,RNLC,0.016,0.0331412,0.0882596,0.0850356,0.0037,0.9963,0,0,"The fund will normally invest at least 90% of its net assets in the securities that comprise the index. The index is designed to select dividend-paying securities issued by large capitalization U.S. companies."
199,URTH,0.0166,0.0996634,0.0719963,0.084848605,0.0041,0.9957,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure the performance of equity securities in the large and mid-capitalization segments of developed market countries."
200,MDEV,0,-0.0891471,0,0,0.0019,0.9982,0,0,"The fund will invest at least 80% of its net assets in the common stocks and depositary receipts that comprise the index. The index is composed of common stock and depositary receipts issued by U.S. and non-U.S. companies that comprise the medical devices industry, as determined by the index Provider. The fund is non-diversified."
201,EFIV,0.0153,0.1468009,0.1065003,0,0.0005,0.9995,0,0,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index."
202,XLB,0.0207,-0.0049155,0.0729609,0.0976355,0.0021,0.9979,0,0,"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes securities of companies from the following industries: chemicals; metals and mining; paper and forest products; containers and packaging; and construction materials. The fund is non-diversified."
203,VIG,0.020399999,0.035018303,0.074594595,0.1015981,0.0072000003,0.9928,0,0,"The adviser employs an indexing investment approach designed to track the performance of the index, which consists of common stocks of companies that have a record of increasing dividends over time. The adviser attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index."
204,VPU,0.0366,-0.1529811,0.0039537,0.039659802,0.0191,0.9809,0,0,"The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index (IMI)/Utilities 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the utilities sector, as classified under the GICS. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified."
205,TOK,0.0186,0.1073564,0.0783045,0.090374604,0.004,0.9958,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure equity market performance in those countries that MSCI Inc. (the ""index provider"" or ""MSCI"") has classified as having developed economies, excluding Japan (""DEEJ"")."
206,BSCP,0.0319,0.024579698,-0.012425,0.032033302,0.0033000002,0,0.9967,0,"The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2025 (collectively, ""2025 Bonds"")."
207,XLI,0.0168,0.027862798,0.090434305,0.083151795,0.00059999997,0.9994,0,0,"Under normal market conditions, the fund generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Industrial companies by the Global Industry Classification Standard, including securities of companies from the following industries: aerospace and defense; industrial conglomerates; marine transportation. It is non-diversified."
208,VPL,0.0295,0.0237301,0.009770799,0.0238046,0.023,0.97690004,0,0,"The fund employs an indexing investment approach by investing all, or substantially all, of its assets in the common stocks included in the FTSE Developed Asia Pacific All Cap Index. The FTSE Developed Asia Pacific All Cap Index is a market-capitalization weighted index."
209,USMV,0.0184,0.016261,0.055854302,0.0738969,0.0022,0.9978,0,0,"The fund will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The index measures the performance of large and mid-capitalization equity securities listed on stock exchanges in the U.S. that, in the aggregate, have lower volatility relative to the large- and mid-cap U.S. equity market."
210,DGRO,0.0257,0.0005801,0.0889394,0.0926539,0.0032,0.9967,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index is a subset of the Morningstar® U.S. Market IndexSM, which is a broad market index that represents approximately 97% of the market capitalization of publicly-traded U.S. stocks."
211,FTGS,,0.1624572,0,0,0.0011,0.9989,0,0,"Under normal market conditions, the fund will invest at least 80% of its net assets (plus any borrowings for investment purposes) in the common stocks and real estate investment trusts (“REITs”) that comprise the index. The index seeks to provide exposure to a mix of domestic equities with filters for liquidity, return on equity, long-term debt, revenue and cash flow growth. It is non-diversified."
212,WOOD,0.0195,0.0012417,0.0414333,0.0322811,0.0066000004,0.9934,0,0,"The fund will invest at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The fund is non-diversified."
213,FIIG,,,0,0,,,,,"Under normal market conditions, the fund seeks to achieve its objectives by investing at least 80% of its net assets in investment grade corporate debt securities. At least 80% of the fund’s net assets will be invested in corporate debt securities that are, at the time of purchase, investment grade (i.e., rated Baa3/BBB- or above) by at least one nationally recognized statistical rating organization (“NRSRO”) rating such securities, or if unrated, debt securities determined by the fund’s investment advisor to be of comparable quality. The fund is non-diversified."
214,IXC,0.043899998,0.0991713,0.4369012,0.0828882,0.005,0.995,0,0,"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is designed to measure the performance of global equities in the energy sector. The fund is non-diversified."
215,FJP,0.0161,0.1433219,0.0166765,-0.0018179,0.0011999999,0.9988,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to select stocks from the NASDAQ Japan Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."
216,IBDO,0.0309,0.041068703,0.0123066,0.0368381,1,0,0,0,"The fund will invest at least 80% of its assets in the component instruments of the underlying index, and (except during the last twelve months of the fund’s operations) the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index."
217,SPYD,0.0514,-0.1037556,0.1168422,0.0338429,0.0047,0.9953,0,0,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of 80 high dividend-yielding companies within the S&P 500® Index. The S&P 500 Index focuses on the large capitalization U.S. equity market, including common stock and real estate investment trusts (""REITs"")."
218,VHT,0.0149,-0.0507128,0.054203402,0.078511,0.01,0.99,0,0,"The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index (IMI)/Health Care 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the health care sector, as classified under the GICS. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified."
219,PFM,0.0197,0.010980999,0.0750383,0.0864531,0.0005,0.9995,0,0,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, Nasdaq, Inc. (""Nasdaq"" or the ""index provider"") includes common stock in the underlying index pursuant to a proprietary selection methodology that identifies a universe of ""Dividend AchieversTM."""
220,GLOF,0.024500001,0.084205195,0.059137903,0.059260897,0.0046,0.992,0,0,"The underlying index is composed of large- and mid-capitalization equity securities from the STOXX World AC Index (the “parent index”) that are selected and weighted using an optimization process designed to maximize exposure to five target factors: momentum, quality, value, low volatility and size."
221,IBDQ,0.0301,0.0250022,-0.012549501,0.0327733,0.0018000001,0,0.9982,0,"The fund will invest at least 80% of its assets in the component instruments of the underlying index, and it will invest at least 90% of its assets in fixed income securities of the types included in the underlying index. The underlying index is composed of U.S. dollar-denominated, taxable, investment-grade corporate bonds scheduled to mature between January 1, 2025 and December 15, 2025, inclusive."
222,FPEI,0.060599998,-0.0286179,-0.0031834,0.025717102,0.0094,0,0.574,0,"The fund invests at least 80% of its net assets (including investment borrowings) in institutional preferred securities and income-producing debt securities (""Income Securities""). Preferred securities are a type of equity security that have preference over common stock in the payment of distributions and the liquidation of a company's assets, but are generally junior to all forms of the company's debt, including both senior and subordinated debt. The fund's investments in preferred securities will primarily be in institutional preferred securities."
223,CARZ,0.015700001,0.228328,0.087243006,0.1053283,0.0069,0.99300003,0,0,"The fund will normally invest at least 90% of its net assets in the common stocks and depositary receipts that comprise the index. To be eligible for inclusion in the index, a company must be listed on a major recognized stock exchange and engaged in one of the following sectors: electric and autonomous vehicle manufacturing; enabling technologies or enabling materials. The fund is non-diversified."
224,IGM,0.0042,0.3851502,0.0701389,0.1556339,0.00059999997,0.9994,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. A significant portion of the underlying index is represented by securities of companies in the technology industry or sector. It is non-diversified."
225,NANR,0.0313,0.0074581997,0.2674802,0.1300469,0.00090000004,0.9991,0,0,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index comprises publicly traded large- and mid-capitalization U.S. and Canadian companies in the natural resources and commodities businesses that meet certain investability requirements and are classified within the subindustries of one of three natural resources categories: energy, metals & mining or agriculture. The fund is non-diversified."
226,HAIL,0.022,-0.044246003,-0.1066238,0.0233378,-0.00029999999,1.0001999,0,0,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is comprised of U.S.-listed equity securities (including depositary receipts) of companies domiciled across developed and emerging markets worldwide which are included in the Smart Transportation sector as determined by a classification standard produced by the index provider."
227,QUS,0.0162,0.10224941,0.095715,0.1053265,0.00090000004,0.999,0,0,"The fund invests at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the equity market performance of large-and mid-cap companies across the U.S. equity market. It aims to represent the performance of a combination of three factors: value, quality, and low volatility. It is an equal weighted combination of the following three MSCI Factor Indices in a single composite index: the MSCI USA Value Weighted Index, the MSCI USA Quality Index, and the MSCI USA Minimum Volatility Index."
228,FID,0.0456,-0.041188598,0.038561102,0.0121313,0.0092,0.9908,0,0,"Under normal conditions, the fund will invest at least 90% of its net assets (including investment borrowings) in the equity securities that comprise the index. The index measures the performance of high dividend yielding companies that have followed a managed-dividends policy of increasing or maintaining dividends for at least ten consecutive years."
229,VDC,0.025799999,-0.051009897,0.0476932,0.0740354,0.011,0.989,0,0,"The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index/Consumer Staples 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the consumer staples sector, as classified under the GICS. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified."
230,WDIV,0.0539,-0.062210597,0.0442418,0.006509,0.0095999995,0.9904,0,0,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is designed to measure the performance of high dividend-yield companies included in the S&P Global BMI that have followed a managed-dividends policy of increasing or stable dividends for at least ten consecutive years."
231,FCTR,0.0114,-0.13930391,-0.0244404,0.052385803,0.0013,0.9987,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index utilizes the index provider's risk-adjusted relative strength methodology to allocate exposure to securities exhibiting either high or low levels of the characteristics associated with one of four primary investing factors: momentum, value, quality and volatility. The fund is non-diversified."
232,SPMV,0.0199,0.0028531,0.056527,0.079941705,-0.00090000004,1.0008999,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is designed to measure the performance of a subset of constituent securities of the S&P 500 Index using a managed volatility equity strategy that seeks to achieve lower total volatility than the S&P 500 ® Index, while maintaining other similar characteristics of the S&P 500 ® Index."
233,FGM,0.0248,-0.0109063005,-0.061847903,-0.0185169,0.0004,0.9907,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to select stocks from the NASDAQ Germany Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."
234,GSY,0.0418,0.040886402,0.0144115,0.0192634,0.3345,0.0027,0.66269994,0,"The fund will invest at least 80% of its net assets in fixed income securities and in ETFs and closed-end funds that invest substantially all of their assets in fixed income securities. It uses a low duration strategy to seek to outperform the ICE BofA US Treasury Bill Index in addition to providing returns in excess of those available in U.S. Treasury bills, government repurchase agreements, and money market funds, while seeking to provide preservation of capital and daily liquidity."
235,BSCS,0.038900003,0.0033149002,-0.0362756,0.024416398,0.0019,0,0.9981,0,"The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2028 (collectively, ""2028 Bonds"")."
236,IBDP,0.0275,0.0354949,-0.0002591,0.0330242,0.001,0,0.9991,0,"The fund will invest at least 80% of its assets in the component instruments of the underlying index, and it will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that BFA believes will help the fund track the underlying index. The underlying index is composed of U.S. dollar-denominated, taxable, investment-grade corporate bonds scheduled to mature between January 1, 2024 and December 15, 2024, inclusive."
237,RSPU,0.028900001,-0.11223891,0.0274367,0.049412098,-0.0005,1.0005001,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of all of the components of the S&P 500® Utilities Plus Index, an index that contains the common stocks of all companies included in the S&P 500® Index that are classified as members of the utilities sector, as defined according to the Global Industry Classification Standard (""GICS"")."
238,IVW,0.010199999,0.1847338,0.0610332,0.1179676,0.0017,0.9983,0,0,"The index measures the performance of the large-capitalization growth sector of the U.S. equity market. The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified."
239,SPYG,0.0115,0.1863105,0.0624109,0.1196291,0.0005,0.9995,0,0,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index measures the performance of the large-capitalization growth segment of the U.S. equity market. It is non-diversified."
240,IGE,0.028299998,0.061554298,0.32503077,0.0859283,0.0028,0.9972,0,0,"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index measures the performance of U.S.-traded stocks of natural resource-related companies in the U.S. and Canada."
241,VOOG,0.011,0.1858248,0.0619215,0.1188415,0.006,0.994,0,0,"The advisor employs an indexing investment approach designed to track the performance of the S&P 500® Growth Index, which represents the growth companies, as determined by the index sponsor, of the S&P 500 Index. The index measures the performance of large-capitalization growth companies in the United States."
242,ACWI,0.0176,0.088938,0.0570933,0.075103305,0.0044,0.9954,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The index is a free float-adjusted market capitalization index designed to measure the combined equity market performance of developed and emerging markets countries."
243,IMFL,0.0275,0.096940406,0,0,-0.0015,1.0015,0,0,"The fund generally will invest at least 80% of its total assets in the securities that comprise the index. The index is designed to utilize factor configurations that, in the view of the index provider, have historically outperformed other factors in certain stages of the economic cycle. It is non-diversified."
244,CRBN,0.018099999,0.0875527,0.0545888,0.0769174,0.0049,0.9951,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The underlying index is designed to address two dimensions of carbon exposure - carbon emissions and potential carbon emissions from fossil fuel reserves."
245,IXG,0.0312,0.0024572,0.1135571,0.047358297,0.0078,0.9922,0,0,"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index measures the performance of companies that the index provider deems to be part of the financials sector of the economy and that the index provider believes are important to global markets."
246,FDT,0.0307,0.0365951,0.0175768,0.0056616003,0.0044,0.9879,0,0.0066000004,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to select stocks from the NASDAQ Developed Markets Ex-US Index that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."
247,QLTA,0.034,-0.030307,-0.0649831,0.0014527,0.0044,0,0.9956,0,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that BFA believes will help the fund track the underlying index. The underlying index is a subset of the Bloomberg U.S. Corporate Index, which measures the performance of the Aaa - A rated range of the fixed-rate, U.S. dollar-denominated taxable, corporate bond market."
248,USCL,,,0,0,0.0017,0.9983,0,0,"The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The fund is non-diversified."
249,IDU,0.0299,-0.13535671,0.0056928005,0.0394483,0.0027,0.9973,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the utilities sector of the U.S. equity market. The fund is non-diversified."
250,BSCO,0.027999999,0.0345897,-0.0007724,0.0339286,0.0038,0,0.9961,0,"The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2024 (collectively, ""2024 Bonds"")."
251,SPGM,0.023,0.0784434,0.0633291,0.0764535,0.0045,0.99480003,0,0.00029999999,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a free float-adjusted market capitalization-weighted index that is designed to measure the combined equity market performance of developed and emerging markets."
252,LCTU,0.0156,0.1157106,0,0,0.0074,0.9926,0,0,"The fund seeks to outperform the price and yield performance of the Russell 1000 ®Index before including Fund expenses by optimizing for LCETR scores criteria based on proprietary BFA research. It invests at least 80% of its net assets plus the amount of any borrowings for investment purposes in equity securities of issuers listed in the United States of America. The adviser selects portfolio securities that are components of the index. The fund is non-diversified."
253,SLQD,0.028099999,0.018493,-0.0084384,0.0165454,0.0191,0,0.9809,0,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index. The index is designed to reflect the performance of U.S. dollar-denominated investment-grade corporate debt."
254,IUSG,0.0115,0.17725201,0.0618609,0.1164929,0.0016,0.9985,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified."
255,SDY,0.0279,-0.0817616,0.0850747,0.0657928,0.0042,0.9958,0,0,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to measure the performance of the highest dividend yielding S&P Composite 1500® Index constituents that have followed a managed-dividends policy of consistently increasing dividends every year for at least 20 consecutive years."
256,FTA,0.023599999,-0.018344099,0.115745,0.063860506,0.0066000004,0.9934,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index is designed to select value stocks from the NASDAQ US 500 Large Cap Index TM (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."
257,FTXR,0.0177,0.0574579,0.0390797,0.036709398,0.0026,0.9974,0,0,"The fund invests at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to provide exposure to U.S. companies comprising the transportation sector that have been selected based upon their liquidity and ranking. It is non-diversified."
258,VUSB,0.0369,0.034753002,0,0,0.0656,0,0.9345,0,"The fund invests in a diversified portfolio of high-quality and, to a lesser extent, medium-quality fixed income securities. It is expected to maintain a dollar-weighted average maturity of 0 to 2 years. Under normal circumstances, the fund will invest at least 80% of its assets in fixed income securities."
259,VIS,0.014400001,0.0538287,0.093520604,0.0853162,0.0109,0.989,0,0,"The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index (IMI)/Industrials 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the industrials sector, as classified under the GICS. The Advisor attempts to replicate the target index by seeking to invest all, or substantially all, of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. The fund is non-diversified."
260,RSP,0.018,-0.0042594,0.092142604,0.085858494,-0.0011999999,1.0012001,0,0,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, the index provider compiles, maintains and calculates the underlying index, which consists of all of the of the S&P 500® Index."
261,NZUS,0.012,0.1346097,0,0,0.0019,0.9981,0,0,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to exceed the minimum standards for a “Paris-Aligned Benchmark” under the EU BMR. The fund is non-diversified."
262,NEAR,0.0373,0.0435517,0.01796,0.0202064,0.1667,0,0.8333,0,"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets in a portfolio of U.S. dollar-denominated investment-grade fixed-income securities. Under normal circumstances, the effective duration of its portfolio is expected to be one year or less, as calculated by the management team. It is an actively managed exchange-traded fund (""ETF"") that does not seek to replicate the performance of a specified index."
263,FTAG,0.0369,-0.093471006,0.0684529,0.0279721,0.0038,0.9962,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index is a market capitalization weighted index designed to measure the performance of companies that are directly or indirectly engaged in improving agricultural yields. The fund is non-diversified."
264,ILCG,0.0073,0.23666139,0.040545903,0.12259091,0.0015,0.9985,0,0,"The fund will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of U.S. stocks issued by large-mid capitalization companies that have exhibited above-average “growth” characteristics. It is non-diversified."
265,BSCR,0.0361,0.004287,-0.0304068,0.026817901,0.0005,0,0.9995,0,"The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, ""effective maturities"" in the year 2027 (collectively, ""2027 Bonds"")."
266,FGD,0.0655,-0.0337941,0.0935518,0.027627999,0.012200001,0.9878,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index is an indicated annual dividend yield weighted index of 100 stocks selected from the developed-market portion of the Dow Jones World Index SM."
267,BSCV,0.0467,-0.0256791,0,0,0.0001,0,0.9999,0,"The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated investment grade corporate bonds with maturities or, in some cases, “effective maturities” in the year 2031 (collectively, “2031 Bonds”). The fund is non-diversified."
268,VYM,0.0325,-0.0339548,0.10584541,0.0725055,0.002,0.998,0,0,"The manager employs an indexing investment approach designed to track the performance of the index, which consists of common stocks of companies that pay dividends that generally are higher than average. The adviser attempts to replicate the target index by investing all, or substantially all, of the fund's assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index."
269,PFIG,0.0343,-0.0065662004,-0.0374846,0.0105874,0.0098,0,0.9902,0,"The fund generally will invest at least 80% of its total assets in the components that comprise the index. The index is designed to measure the performance of U.S. dollar-denominated investment grade corporate bonds that are SEC-registered securities or Rule 144A securities under the Securities Act of 1933 or Section 3(a)(2) securities under the Securities Act with registration rights and whose issuers are public companies domiciled in the U.S."
270,IYT,0.014400001,0.0646519,0.039533,0.0496045,0.0011,0.9989,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of companies within the transportation sector of the U.S. equity market as determined by S&P Dow Jones Indices LLC. The fund is non-diversified."
271,RWX,0.0514,-0.1128567,-0.043207597,-0.041713,0.0011,0.9814,0,0.0173,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a float-adjusted market capitalization index designed to measure the performance of publicly traded real estate securities in countries excluding the United States."
